bucket,calibration,filter_rate,gate,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_classes,n_gt_tiles,n_tiles,stratum,threshold
unknown,temperature,0.6716417910447762,real,0.9166666666666666,gate_planes_resnet18_temperature,0.8471489452784657,0.8104895789429829,0.4378945380747769,0.7411858858007752,0.6350078099520882,0.5651856328811231,0.4737509082269136,0.25782381735222204,0.04727269430239727,0.00108010801080108,0.0,1,134,134,gsd_bucket,0.55
very_high,temperature,0.8363954505686789,real,0.9390862944162437,gate_planes_resnet18_temperature,0.8704453408864422,0.8488662605070749,0.5625723246051042,0.8164601205433409,0.7736339307920198,0.7211266714759255,0.6621675553282136,0.4989900520260758,0.31907439918582353,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.55
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.55
high,temperature,0.7715355805243446,real,0.9274447949526814,gate_planes_resnet18_temperature,0.947571199371833,0.9375083601858155,0.6722369837892446,0.9263381806608081,0.9041637409610848,0.8699641249422427,0.8182095231223403,0.7023067501955361,0.4611038524133708,0.15184000835871533,0.0033640976806998007,1,1335,1335,gsd_bucket,0.6000000000000001
low,temperature,0.9818922589406971,real,0.47058823529411764,gate_planes_resnet18_temperature,0.4027737575751897,0.40227451647460905,0.2457078544268768,0.38770416522924894,0.3773857126270027,0.35079991005103695,0.2798807056785416,0.1777143894680111,0.07005919266553459,0.00816680772220559,0.00031938677738741617,1,2209,2209,gsd_bucket,0.6000000000000001
medium,temperature,0.8997429305912596,real,0.6379310344827587,gate_planes_resnet18_temperature,0.5037843646875282,0.49389266576000296,0.31033391022927753,0.4840033611572172,0.47286480995088453,0.44505784409626026,0.37030862574982104,0.23810243249563634,0.09159222487983591,0.0036251540579906706,0.00010761945759793371,1,389,389,gsd_bucket,0.6000000000000001
unknown,temperature,0.6716417910447762,real,0.9166666666666666,gate_planes_resnet18_temperature,0.8471489452784657,0.8104895789429829,0.4378945380747769,0.7411858858007752,0.6350078099520882,0.5651856328811231,0.4737509082269136,0.25782381735222204,0.04727269430239727,0.00108010801080108,0.0,1,134,134,gsd_bucket,0.6000000000000001
very_high,temperature,0.8363954505686789,real,0.9390862944162437,gate_planes_resnet18_temperature,0.8704453408864422,0.8488662605070749,0.5625723246051042,0.8164601205433409,0.7736339307920198,0.7211266714759255,0.6621675553282136,0.4989900520260758,0.31907439918582353,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.6000000000000001
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.6000000000000001
high,temperature,0.7737827715355805,real,0.9274447949526814,gate_planes_resnet18_temperature,0.947571199371833,0.9375083601858155,0.6722369837892446,0.9263381806608081,0.9041637409610848,0.8699641249422427,0.8182095231223403,0.7023067501955361,0.4611038524133708,0.15184000835871533,0.0033640976806998007,1,1335,1335,gsd_bucket,0.65
low,temperature,0.9818922589406971,real,0.47058823529411764,gate_planes_resnet18_temperature,0.4027737575751897,0.40227451647460905,0.2457078544268768,0.38770416522924894,0.3773857126270027,0.35079991005103695,0.2798807056785416,0.1777143894680111,0.07005919266553459,0.00816680772220559,0.00031938677738741617,1,2209,2209,gsd_bucket,0.65
medium,temperature,0.9048843187660668,real,0.6206896551724138,gate_planes_resnet18_temperature,0.46452986187031,0.4549353486073245,0.2910350399314004,0.45426840820728037,0.44308833176563134,0.41549616605434814,0.3529458636524239,0.23307531602921366,0.08818572058921813,0.0037128712871287127,0.00011251125112511252,1,389,389,gsd_bucket,0.65
unknown,temperature,0.6791044776119403,real,0.8958333333333334,gate_planes_resnet18_temperature,0.8269945180027748,0.7901741409191342,0.42603509509982135,0.7209759661467919,0.6146138791286445,0.5453018417703654,0.45921463243554866,0.2541109062770015,0.04784419951429105,0.0011208668036614983,0.0,1,134,134,gsd_bucket,0.65
very_high,temperature,0.8372703412073491,real,0.934010152284264,gate_planes_resnet18_temperature,0.8704872297559886,0.8489077061017574,0.562588002706238,0.8164895773503613,0.7736522807319764,0.7211359004815698,0.6621839661227018,0.4989900520260758,0.31907439918582353,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.65
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.65
high,temperature,0.7782771535580524,real,0.9148264984227129,gate_planes_resnet18_temperature,0.9379335148088503,0.9371116325126111,0.6687742549410992,0.916821241142233,0.8946789283914286,0.8693478802331999,0.8176101001459458,0.7018100594931979,0.46011063436465427,0.14895446063817278,0.0033640976806998007,1,1335,1335,gsd_bucket,0.7000000000000001
low,temperature,0.9823449524671797,real,0.47058823529411764,gate_planes_resnet18_temperature,0.40282808443644724,0.4023261417488683,0.24573370399923733,0.3877557034243939,0.37743895091225077,0.35084767715873233,0.2798807056785416,0.1777143894680111,0.07005919266553459,0.00816680772220559,0.00031938677738741617,1,2209,2209,gsd_bucket,0.7000000000000001
medium,temperature,0.9048843187660668,real,0.6206896551724138,gate_planes_resnet18_temperature,0.46452986187031,0.4549353486073245,0.2910350399314004,0.45426840820728037,0.44308833176563134,0.41549616605434814,0.3529458636524239,0.23307531602921366,0.08818572058921813,0.0037128712871287127,0.00011251125112511252,1,389,389,gsd_bucket,0.7000000000000001
unknown,temperature,0.6791044776119403,real,0.8958333333333334,gate_planes_resnet18_temperature,0.8269945180027748,0.7901741409191342,0.42603509509982135,0.7209759661467919,0.6146138791286445,0.5453018417703654,0.45921463243554866,0.2541109062770015,0.04784419951429105,0.0011208668036614983,0.0,1,134,134,gsd_bucket,0.7000000000000001
very_high,temperature,0.8372703412073491,real,0.934010152284264,gate_planes_resnet18_temperature,0.8704872297559886,0.8489077061017574,0.562588002706238,0.8164895773503613,0.7736522807319764,0.7211359004815698,0.6621839661227018,0.4989900520260758,0.31907439918582353,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.7000000000000001
